Date,S&P500 Open,S&P500 Close,DJ Open,DJ Close,NAS Open,NAS Close,Bank_Open,Bank_Close,Biotech_Open,Biotech_Close,Healthcare_Open,Healthcare_Close,Housing_Open,Housing_Close,Industrial_Open,Industrial_Close,Insurance_Open,Insurance_Close,Oil-Gas_Open,Oil-Gas_Close,Semiconductor_Open,Semiconductor_Close,Telecom_Open,Telecom_Close,Utility_Open,Utility_Close,S&P500 Same-Day Change,S&P500 1-Day Change,S&P500 2-Day Change,DJ Same-Day Change,DJ 1-Day Change,DJ 2-Day Change,NAS Same-Day Change,NAS 1-Day Change,NAS 2-Day Change,Banking Same-Day Change,Banking 1-Day Change,Biotech Same-Day Change,Biotech 1-Day Change,Healthcare Same-Day Change,Healthcare 1-Day Change,Housing Same-Day Change,Housing 1-Day Change,Industrial Same-Day Change,Industrial 1-Day Change,Insurance Same-Day Change,Insurance 1-Day Change,Oil Same-Day Change,Oil 1-Day Change,Semiconductor Same-Day Change,Semiconductor 1-Day Change,Telecom Same-Day Change,Telecom 1-Day Change,Utility Same-Day Change,Utility 1-Day Change
2014-10-30,1979.49,1994.65,16968.1406,17195.4199,4532.1001,4566.1401,2569.929932,2587.679932,3033.840088,3103.97998,678.409973,692.849976,196.600006,197.580002,3619.370117,3651.419922,6428.839844,6432.600098,244.990005,244.949997,620.530029,616.960022,252.619995,254.470001,570.099976,581.3099980000002,0.77,1.17,1.16,1.34,1.13,0.99,0.75,1.41,1.59,0.69,1.39,2.31,-0.04,2.13,-0.01,0.5,0.61,0.89,1.49,0.06,0.96,-0.02,1.55,-0.58,3.87,0.73,1.34,1.97,0.05
2014-10-31,2001.2,2018.05,17208.7793,17390.5195,4639.4502,4630.7402,2616.639893,2623.75,3160.669922,3102.72998,704.97998,692.789978,198.839996,198.779999,3707.090088,3705.879883,6485.8598630000015,6494.27002,245.050003,248.740005,635.719971,640.8599849999998,258.130005,257.890015,583.590027,581.590027,0.84,-0.01,-0.29,1.06,-0.14,-0.04,-0.19,0.18,-0.15,0.27,-0.23,-1.83,-0.01,-1.73,-0.28,-0.03,0.67,-0.03,0.14,0.13,0.14,1.51,-2.67,0.81,0.61,-0.09,0.17,-0.34,0.67
2014-11-03,2018.21,2017.8101,17390.9004,17366.2402,4633.71,4638.9102,2624.1201170000004,2617.6201170000004,3106.310059,3102.439941,693.530029,690.820007,198.639999,200.119995,3712.290039,3711.0,6507.580078,6503.680176,248.52999900000003,242.100006,640.840027,644.77002,257.799988,258.329987,582.380005,585.51001,-0.02,-0.28,0.29,-0.14,0.1,0.68,0.11,-0.33,-0.39,-0.25,-0.26,-0.12,-1.06,-0.39,-0.6,0.75,-0.6,-0.03,-0.98,-0.06,0.92,-2.59,-3.27,0.61,-0.28,0.21,0.32,0.54,-0.55
2014-11-04,2015.8101,2012.1,17368.8105,17383.8398,4623.77,4623.6401,2609.6201170000004,2610.830078,3077.52002,3069.52002,687.299988,686.679993,199.839996,198.910004,3689.27002,3674.75,6529.660156,6563.759765999999,241.410004,234.190002,643.1400150000002,642.98999,258.059998,259.160004,585.599976,582.289978,-0.18,0.57,0.95,0.09,0.58,0.98,-0.0,-0.06,0.32,0.05,0.73,-0.26,-1.61,-0.09,-1.36,-0.47,0.38,-0.39,0.33,0.52,0.28,-2.99,2.76,-0.02,0.94,0.43,0.56,-0.57,2.13
2014-11-05,2015.29,2023.5699,17385.7598,17484.5293,4649.4702,4620.7202,2627.959961,2629.98999,3094.540039,3020.25,691.48999,677.340027,199.889999,199.660004,3699.570068,3687.030029,6609.959961,6582.149902,234.860001,240.649994,645.619995,649.039978,260.450012,260.609985,583.580017,594.669983,0.41,0.38,0.41,0.57,0.4,0.51,-0.62,0.38,0.26,0.08,0.54,-2.4,1.61,-2.05,1.38,-0.12,1.27,-0.34,0.7,-0.42,-0.12,2.47,1.5,0.53,-0.88,0.06,-0.1,1.9,-1.99
2014-11-06,2023.33,2031.21,17491.6602,17554.4707,4616.7798,4638.4702,2632.340088,2644.320068,3034.110107,3068.77002,679.929993,686.700012,199.5,202.190002,3693.620117,3712.929932,6587.939941,6574.02002,240.020004,244.25,643.580017,643.299988,260.48999,260.359985,592.710022,582.830017,0.39,0.03,0.35,0.36,0.11,0.34,0.47,-0.13,0.28,0.46,0.03,1.14,-1.05,1.0,-0.91,1.35,0.63,0.52,0.22,-0.21,0.0,1.76,1.88,-0.04,-0.9,-0.05,0.38,-1.67,1.09
2014-11-07,2032.36,2031.92,17558.5801,17573.9297,4636.8901,4632.5298,2640.969971,2645.179932,3047.590088,3036.52002,685.27002,680.469971,202.089996,203.460007,3712.02002,3721.209961,6577.029785,6574.049805,244.130005,248.839996,643.419983,637.47998,259.790009,261.350006,583.460022,589.1900019999998,-0.02,0.31,0.38,0.09,0.23,0.23,-0.09,0.41,0.61,0.16,0.56,-0.36,1.69,-0.7,1.31,0.68,0.55,0.25,-0.02,-0.05,0.38,1.93,-1.13,-0.92,0.75,0.6,-0.41,0.98,0.6
2014-11-10,2032.01,2038.26,17568.9805,17613.7402,4635.1001,4651.6201,2646.820068,2659.949951,3051.090088,3087.699951,684.159973,689.400024,204.179993,204.570007,3722.090088,3720.370117,6579.910156,6598.950195,249.389999,246.02999900000003,637.72998,642.25,259.5,260.269989,588.48999,592.75,0.31,0.07,-0.0,0.25,0.01,-0.01,0.36,0.19,0.51,0.5,-0.16,1.2,0.27,0.77,0.23,0.19,1.24,-0.05,0.23,0.29,0.13,-1.35,0.37,0.71,-0.28,0.3,0.13,0.72,-0.42
2014-11-11,2038.2,2039.6801,17615.6406,17614.9004,4649.1899,4660.5601,2659.780029,2655.709961,3087.580078,3096.179932,689.630005,690.960022,204.479996,207.100006,3717.330078,3728.850098,6602.379883,6607.419922,246.080002,246.929993,641.48999,640.429993,261.27999900000003,260.609985,592.0,590.280029,0.07,-0.07,-0.02,-0.0,-0.02,0.22,0.24,0.31,0.42,-0.15,1.12,0.28,0.08,0.19,-0.0,1.28,-0.35,0.31,0.37,0.08,0.34,0.35,-0.86,-0.17,-0.1,-0.26,0.45,-0.29,-2.06
2014-11-12,2037.75,2038.25,17604.75,17612.1992,4644.6299,4675.1401,2651.340088,2685.570068,3083.350098,3098.580078,688.200012,690.929993,206.259995,206.369995,3714.48999,3742.72998,6595.0,6629.72998,246.610001,244.809998,638.590027,639.76001,258.959991,261.790009,587.830017,578.130005,0.02,0.05,0.08,0.04,0.23,0.13,0.66,0.11,0.29,1.29,-0.97,0.49,-0.67,0.4,-0.75,0.05,0.1,0.76,0.1,0.53,-0.33,-0.73,-1.16,0.18,0.01,1.09,0.92,-1.65,-0.77
2014-11-13,2039.21,2039.33,17618.6895,17652.7891,4681.5601,4680.1401,2684.800049,2659.570068,3099.610107,3077.72998,691.22998,685.75,206.490005,206.580002,3747.850098,3746.52002,6636.330078,6607.899902,244.350006,241.970001,642.23999,639.799988,261.119995,264.190002,579.130005,573.700012,0.01,0.02,0.1,0.19,-0.1,-0.03,-0.03,0.18,-0.2,-0.94,-0.38,-0.71,-2.04,-0.79,-1.78,0.04,0.21,-0.04,0.52,-0.43,-0.59,-0.97,0.71,-0.38,0.9,1.18,1.37,-0.94,-0.32
2014-11-14,2039.74,2039.8199,17653.1094,17634.7402,4679.8501,4688.54,2659.570068,2649.550049,3075.439941,3014.98999,685.030029,673.539978,206.419998,207.009995,3744.120117,3765.899902,6602.3598630000015,6569.100098,242.410004,243.690002,638.599976,645.5599980000002,264.720001,267.820007,572.3599849999998,571.8900150000002,0.0,0.07,0.59,-0.1,0.07,0.3,0.19,-0.37,0.3,-0.38,-0.63,-1.97,0.27,-1.68,0.07,0.29,0.21,0.58,-0.44,-0.5,-0.5,0.53,-0.32,1.09,-0.47,1.17,0.01,-0.08,1.41
2014-11-17,2038.29,2041.3199,17631.8496,17647.75,4678.4399,4671.0,2644.790039,2632.75,3008.300049,3023.02002,671.799988,674.0,206.550003,207.440002,3759.22998,3749.330078,6556.419922,6536.399902,243.169998,242.910004,642.22998,642.549988,266.649994,267.859985,571.549988,579.960022,0.15,0.51,0.36,0.09,0.23,0.22,-0.16,0.67,0.1,-0.46,0.07,0.49,2.11,0.33,1.86,0.43,0.85,-0.26,0.48,-0.31,0.13,-0.11,-0.94,0.05,1.9,0.45,0.44,1.47,0.27
2014-11-18,2041.48,2051.8,17643.0898,17687.8203,4674.8398,4702.4399,2636.419922,2634.51001,3032.51001,3086.830078,676.02002,686.51001,207.639999,209.199997,3751.330078,3767.169922,6539.1401369999985,6545.049805,243.089996,240.619995,642.320007,654.77002,267.75,269.040009,580.76001,581.52002,0.51,-0.15,0.05,0.25,-0.01,0.18,0.59,-0.57,-0.01,-0.07,-0.98,1.79,-0.31,1.55,-0.49,0.75,-0.09,0.42,-0.29,0.09,-0.49,-1.02,-0.04,1.94,-0.7,0.48,-0.17,0.13,0.03
2014-11-19,2051.1599,2048.72,17685.5098,17685.7305,4694.7798,4675.71,2630.439941,2608.75,3076.570068,3077.169922,683.869995,683.159973,208.889999,209.009995,3766.280029,3756.310059,6548.25,6513.209961,240.660004,240.52999900000003,654.51001,650.179993,268.519989,268.570007,580.0,581.679993,-0.12,0.2,0.72,0.0,0.19,0.7,-0.41,0.56,0.8,-0.82,0.56,0.02,-0.08,-0.1,-0.07,0.06,1.43,-0.26,0.45,-0.54,0.55,-0.05,1.41,-0.66,0.94,0.02,0.77,0.29,-0.27
2014-11-20,2045.87,2052.75,17677.3203,17719.0,4655.2002,4701.8701,2595.27002,2623.27002,3061.129883,3074.75,679.8099980000002,682.669983,208.309998,211.990005,3741.449951,3773.379883,6495.1098630000015,6548.779785,240.449997,243.929993,645.919983,656.27002,267.309998,270.640015,580.070007,580.1099849999998,0.34,0.52,0.81,0.24,0.51,0.56,1.0,0.24,1.13,1.08,-0.61,0.44,0.28,0.42,0.34,1.77,0.75,0.85,0.33,0.83,0.02,1.45,2.19,1.6,1.02,1.25,0.28,0.01,0.39
2014-11-21,2057.46,2063.5,17721.0195,17810.0605,4751.0098,4712.9702,2647.379883,2607.290039,3114.22998,3083.280029,691.26001,685.02002,212.600006,213.589996,3817.51001,3785.699951,6602.129883,6550.330078,244.160004,249.270004,661.73999,662.950012,272.619995,271.390015,580.320007,582.349976,0.29,0.29,0.17,0.5,0.04,0.03,-0.8,0.89,0.96,-1.51,1.23,-0.99,1.75,-0.9,1.42,0.47,0.71,-0.83,0.74,-0.78,1.13,2.09,-0.81,0.18,0.98,-0.45,0.69,0.35,-0.95
2014-11-24,2065.0701,2069.4099,17812.6309,17817.9004,4725.1699,4754.8901,2614.350098,2639.350098,3095.419922,3137.159912,687.820007,694.72998,214.179993,215.100006,3795.77002,3813.709961,6576.850098,6624.040039,249.039993,247.25,663.900024,669.469971,271.77999900000003,273.269989,582.830017,576.830017,0.21,-0.12,0.17,0.03,-0.02,0.06,0.63,0.07,0.68,0.96,0.03,1.35,-0.11,1.0,-0.12,0.43,-0.05,0.47,0.31,0.72,-0.48,-0.72,-1.95,0.84,-0.02,0.55,0.27,-1.03,-0.22
2014-11-25,2070.1499,2067.03,17819.0508,17814.9395,4762.3901,4758.25,2642.719971,2640.199951,3143.23999,3133.590088,695.659973,693.869995,215.410004,215.0,3820.580078,3825.689941,6628.8901369999985,6592.27002,247.789993,242.429993,671.179993,669.3599849999998,273.130005,274.0,576.380005,575.570007,-0.15,0.28,0.03,-0.02,0.07,0.07,-0.09,0.61,0.7,-0.1,0.2,-0.31,1.32,-0.26,0.91,-0.19,-0.43,0.13,0.01,-0.55,0.41,-2.16,-2.77,-0.27,2.11,0.32,0.47,-0.14,0.56
2014-11-26,2067.3601,2072.8301,17812.25,17827.75,4760.23,4787.3198,2639.320068,2645.47998,3135.77002,3175.060059,694.460022,700.150024,215.070007,214.080002,3825.090088,3825.969971,6592.8901369999985,6618.97998,241.970001,235.720001,670.049988,683.47998,274.23999,275.27999900000003,576.630005,578.77002,0.26,-0.25,-0.94,0.09,0.0,-0.29,0.57,0.09,-1.25,0.23,-1.77,1.25,0.14,0.82,0.18,-0.46,0.24,0.02,0.03,0.4,-0.67,-2.58,-8.48,2.0,0.33,0.38,0.01,0.37,1.15
2014-11-28,2074.78,2067.5601,17830.5508,17828.2402,4797.1001,4791.6299,2647.719971,2598.77002,3187.6201170000004,3179.639893,702.77002,701.429993,214.490005,214.589996,3828.860107,3827.23999,6624.299805,6574.310059,235.720001,215.720001,685.02002,685.73999,275.98999,275.309998,580.48999,585.450012,-0.35,-0.68,-0.05,-0.01,-0.29,0.29,-0.11,-1.34,-0.75,-1.85,-1.77,-0.25,-1.15,-0.19,-0.84,0.05,-1.05,-0.04,-1.44,-0.75,-0.78,-8.48,-1.57,0.11,-1.32,-0.25,-0.85,0.85,0.3
2014-12-01,2065.78,2053.4399,17827.2695,17776.8008,4777.73,4727.3501,2591.300049,2552.75,3172.080078,3143.040039,699.299988,695.530029,214.050003,212.330002,3815.469971,3772.169922,6567.75,6523.1098630000015,215.270004,212.330002,683.97998,676.6900019999998,273.5,272.970001,582.679993,587.210022,-0.6,0.64,1.02,-0.28,0.58,0.76,-1.05,0.6,1.0,-1.49,1.29,-0.92,2.12,-0.54,1.91,-0.8,0.66,-1.13,0.36,-0.68,1.26,-1.37,-0.47,-1.07,0.69,-0.19,0.35,0.78,0.65
2014-12-02,2053.77,2066.55,17778.8496,17879.5508,4732.9702,4755.8101,2559.75,2585.669922,3175.879883,3209.810059,702.8599849999998,708.8099980000002,212.580002,213.729996,3774.97998,3785.899902,6543.950195,6605.27002,212.070007,211.330002,675.539978,681.349976,273.420013,273.929993,586.1400150000002,591.01001,0.62,0.38,0.26,0.57,0.18,0.11,0.48,0.39,0.29,1.01,0.85,1.07,0.48,0.85,0.38,0.54,0.34,0.29,0.25,0.94,0.59,-0.35,2.12,0.86,2.04,0.19,0.48,0.83,-0.3
2014-12-03,2067.45,2074.3301,17880.9004,17912.6191,4761.3101,4774.4702,2584.02002,2607.629883,3219.149902,3225.080078,710.580017,711.52002,213.860001,214.460007,3785.27002,3795.469971,6599.8901369999985,6644.1401369999985,211.619995,215.809998,684.099976,695.280029,273.570007,275.25,590.700012,589.26001,0.33,-0.12,0.05,0.18,-0.07,0.26,0.28,-0.11,0.13,0.91,-0.08,0.18,-0.65,0.13,-0.48,0.28,-0.23,0.27,-0.36,0.67,0.2,1.98,-0.31,1.63,0.13,0.61,-0.93,-0.24,-0.11
2014-12-04,2073.6399,2071.9199,17910.0195,17900.0996,4772.0,4769.4399,2604.100098,2605.649902,3220.659912,3204.22998,710.409973,708.1400150000002,214.149994,213.960007,3790.540039,3781.850098,6654.939941,6657.649902,215.309998,215.139999,696.3900150000002,696.159973,274.470001,272.700012,589.5599980000002,588.6400150000002,-0.08,0.17,-0.56,-0.06,0.33,-0.27,-0.05,0.24,-0.6,0.06,1.71,-0.51,0.73,-0.32,0.99,-0.09,-0.09,-0.23,0.06,0.04,0.44,-0.08,-2.06,-0.03,1.0,-0.64,-0.1,-0.16,-0.85
2014-12-05,2072.78,2075.3701,17903.0508,17958.7891,4776.5801,4780.7598,2613.149902,2650.100098,3211.030029,3227.719971,709.75,715.159973,213.679993,213.75999500000003,3785.439941,3784.22998,6662.850098,6686.660156,214.770004,210.699997,697.169983,703.119995,273.410004,272.429993,586.580017,583.6099849999998,0.12,-0.73,-0.75,0.31,-0.59,-0.88,0.09,-0.84,-0.3,1.41,-0.41,0.52,1.54,0.76,1.01,0.04,-0.49,-0.03,-1.22,0.36,1.04,-1.9,-4.64,0.85,-1.44,-0.36,-1.4,-0.51,0.96
2014-12-08,2074.8401,2060.3101,17954.9395,17852.4805,4769.7598,4740.6899,2643.6201170000004,2639.179932,3250.320068,3277.409912,718.01001,722.380005,213.520004,212.710007,3773.179932,3738.050049,6683.870117,6755.950195,210.300003,200.929993,700.5599980000002,693.0,271.959991,268.609985,584.570007,589.210022,-0.7,-0.02,-1.66,-0.57,-0.29,-1.79,-0.61,0.54,-1.2,-0.17,1.06,0.83,0.5,0.61,0.3,-0.38,0.36,-0.93,0.55,1.08,0.44,-4.46,2.61,-1.08,-0.02,-1.23,0.62,0.79,0.51
2014-12-09,2056.55,2059.8201,17847.3691,17801.1992,4685.2002,4766.4702,2614.199951,2667.050049,3233.48999,3293.75,713.380005,724.539978,211.360001,213.470001,3708.679932,3758.47998,6721.549805,6785.430176000002,200.570007,206.169998,683.52002,692.840027,265.980011,270.269989,588.289978,592.219971,0.16,-1.64,-1.19,-0.26,-1.51,-1.15,1.73,-1.73,-1.22,2.02,-2.67,1.86,-2.1,1.56,-1.67,1.0,-2.9,1.34,-1.63,0.95,-0.98,2.79,-3.59,1.36,-1.86,1.61,-2.08,0.67,-1.14
2014-12-10,2058.8601,2026.14,17797.9902,17533.1504,4754.4199,4684.02,2656.189941,2595.719971,3284.540039,3224.47998,724.25,712.429993,213.169998,207.289993,3745.379883,3697.100098,6779.399901999999,6718.759765999999,205.630005,198.770004,690.0,679.969971,268.910004,264.640015,592.450012,585.460022,-1.59,0.45,-1.18,-1.49,0.36,-1.44,-1.48,0.52,-0.65,-2.28,0.36,-1.83,0.51,-1.63,0.37,-2.76,0.54,-1.29,0.63,-0.89,0.36,-3.34,0.22,-1.45,0.47,-1.59,0.33,-1.18,1.07
2014-12-11,2027.92,2035.33,17534.3008,17596.3398,4704.6499,4708.1602,2607.73999,2605.030029,3245.909912,3240.969971,716.47998,715.049988,207.910004,208.399994,3712.73999,3720.290039,6744.0,6742.700195,198.729996,199.199997,683.26001,683.150024,265.480011,265.519989,587.099976,591.75,0.37,-1.62,-2.25,0.35,-1.79,-2.36,0.07,-1.16,-2.19,-0.1,-1.31,-0.15,-1.19,-0.2,-0.91,0.24,-1.43,0.2,-1.11,-0.02,-1.28,0.24,-1.98,-0.02,-1.73,0.02,-1.25,0.79,-0.87
2014-12-12,2030.36,2002.33,17590.0508,17280.8301,4665.3501,4653.6001,2581.570068,2570.800049,3204.580078,3202.560059,706.8900150000002,708.5599980000002,207.020004,205.429993,3682.320068,3679.090088,6692.459961,6656.430176,199.110001,195.259995,676.8599849999998,671.330017,263.049988,262.200012,589.51001,586.619995,-1.38,-0.63,-1.48,-1.76,-0.58,-1.23,-0.25,-1.04,-2.27,-0.42,-0.68,-0.06,-2.78,0.24,-2.23,-0.77,-0.86,-0.09,-0.79,-0.54,-0.89,-1.93,0.22,-0.82,-0.84,-0.32,-0.73,-0.49,-0.79
2014-12-15,2005.03,1989.63,17285.7402,17180.8398,4679.6699,4605.1602,2582.110107,2553.22998,3224.830078,3113.6201170000004,713.429993,692.75,205.830002,203.660004,3694.850098,3649.909912,6669.339844,6597.189941,195.800003,195.690002,676.0599980000002,665.710022,263.049988,260.27999900000003,587.590027,582.0,-0.77,-0.85,1.17,-0.61,-0.65,1.02,-1.59,-1.24,0.85,-1.12,0.25,-3.45,-1.25,-2.9,-1.37,-1.05,-0.9,-1.22,-0.84,-1.08,-0.04,-0.06,1.33,-1.53,-0.66,-1.05,-0.15,-0.95,-0.2
2014-12-16,1986.71,1972.74,17173.0703,17068.8691,4572.79,4547.8301,2543.340088,2559.6201170000004,3087.449951,3074.840088,686.780029,683.280029,203.360001,201.830002,3641.159912,3619.340088,6591.459961,6594.350098,195.470001,198.289993,661.719971,661.299988,257.549988,259.899994,582.4400019999998,580.8599849999998,-0.7,2.04,4.49,-0.61,1.69,4.16,-0.55,2.12,4.41,0.64,2.11,-0.41,3.25,-0.51,2.83,-0.75,2.7,-0.6,1.94,0.04,1.63,1.44,4.05,-0.06,2.16,0.91,1.62,-0.27,1.89
2014-12-17,1973.77,2012.89,17069.1602,17356.8691,4556.8999,4644.3101,2562.860107,2613.610107,3082.860107,3174.649902,685.3099980000002,702.619995,202.190002,207.270004,3625.679932,3689.469971,6605.120117,6701.939941,198.570007,206.330002,662.0599980000002,675.580017,260.470001,264.109985,581.969971,591.830017,1.98,2.4,2.87,1.69,2.43,2.58,1.92,2.24,2.61,1.98,1.42,2.98,3.32,2.53,3.01,2.51,1.54,1.76,1.53,1.47,0.85,3.91,0.97,2.04,1.86,1.4,2.62,1.69,1.83
2014-12-18,2018.98,2061.23,17367.8496,17778.1504,4712.3901,4748.3999,2639.01001,2650.610107,3228.659912,3280.090088,714.349976,723.799988,209.009995,210.470001,3735.040039,3746.050049,6760.22998,6758.720215,206.330002,208.330002,685.719971,688.119995,268.209991,271.019989,593.530029,602.679993,2.09,0.46,0.84,2.36,0.15,1.02,0.76,0.36,0.7,0.44,-0.32,1.59,1.03,1.32,1.14,0.7,0.78,0.29,0.43,-0.02,-0.39,0.97,3.96,0.35,-0.3,1.05,0.13,1.54,0.04
2014-12-19,2061.04,2070.6499,17778.0195,17804.8008,4752.6001,4765.3799,2649.47998,2642.110107,3285.090088,3313.75,725.599976,732.039978,210.479996,212.110001,3751.820068,3762.100098,6755.47998,6732.040039,208.520004,216.570007,688.5599980000002,686.090027,270.670013,271.369995,602.6900019999998,602.950012,0.47,0.38,0.56,0.15,0.87,1.23,0.27,0.34,0.0,-0.28,0.52,0.87,-2.41,0.89,-2.88,0.77,0.04,0.27,0.73,-0.35,0.14,3.86,-1.26,-0.36,1.54,0.26,1.22,0.04,0.35
2014-12-22,2069.28,2078.54,17812.25,17959.4395,4759.04,4781.4199,2642.280029,2655.959961,3256.429932,3233.72998,715.8099980000002,710.97998,212.27999900000003,212.190002,3772.429932,3789.560059,6726.879883,6741.410156,216.610001,213.850006,689.450012,696.679993,271.730011,274.670013,603.880005,605.090027,0.45,0.17,0.16,0.83,0.36,0.39,0.47,-0.33,-0.17,0.52,0.81,-0.7,-4.55,-0.67,-3.42,-0.04,0.36,0.45,0.4,0.22,0.67,-1.27,0.49,1.05,-0.2,1.08,0.15,0.2,0.25
2014-12-23,2081.48,2082.1699,17971.5098,18024.1699,4798.0298,4765.4199,2666.139893,2677.459961,3239.530029,3086.48999,712.75,686.700012,212.660004,212.949997,3802.320068,3804.800049,6766.319823999998,6786.470215,214.360001,214.889999,699.369995,695.320007,275.209991,275.079987,606.650024,606.599976,0.03,-0.01,0.32,0.29,0.03,0.16,-0.68,0.17,0.87,0.42,-0.04,-4.72,1.62,-3.65,1.46,0.14,0.43,0.07,-0.02,0.3,-0.01,0.25,-0.76,-0.58,0.15,-0.05,0.04,-0.01,1.76
2014-12-24,2083.25,2081.8799,18035.7305,18030.2109,4770.1201,4773.4702,2681.100098,2676.280029,3085.22998,3136.379883,686.280029,696.73999,213.399994,213.869995,3810.330078,3804.090088,6783.939941,6786.100098000001,214.460007,213.25,696.75,696.349976,275.670013,275.190002,607.840027,617.299988,-0.07,0.33,0.42,-0.03,0.13,0.04,0.07,0.7,0.7,-0.18,0.22,1.66,2.25,1.52,1.88,0.22,0.21,-0.16,0.45,0.03,-0.03,-0.56,0.33,-0.06,0.09,-0.17,0.33,1.56,1.11
2014-12-26,2084.3,2088.77,18038.3008,18053.7109,4788.0601,4806.8599,2682.780029,2682.22998,3158.459961,3207.090088,701.77002,709.849976,214.429993,214.309998,3814.090088,3821.22998,6808.470215,6783.919922,213.979996,213.960007,698.0599980000002,697.0,275.820007,276.089996,618.299988,624.159973,0.21,0.09,-0.4,0.09,-0.09,-0.39,0.39,0.0,-0.61,-0.02,0.71,1.54,0.53,1.15,0.69,-0.06,0.35,0.19,0.28,-0.36,0.65,-0.01,0.7,-0.15,-0.28,0.1,0.09,0.95,1.1
2014-12-29,2087.6299,2090.5701,18046.5801,18038.2305,4801.2598,4806.9102,2679.879883,2701.340088,3213.040039,3224.080078,712.369995,714.76001,214.00999500000003,215.050003,3814.5,3831.830078,6786.240234000001,6828.200195,214.360001,215.449997,696.1900019999998,695.080017,275.660004,276.329987,624.01001,631.030029,0.14,-0.49,-1.51,-0.05,-0.31,-1.19,0.12,-0.61,-1.47,0.8,-0.08,0.34,-1.23,0.34,-1.04,0.49,-0.11,0.45,-0.42,0.62,-0.04,0.51,-1.54,-0.16,-0.59,0.24,-0.39,1.12,-2.09
2014-12-30,2088.49,2080.3501,18035.0195,17983.0703,4793.6099,4777.4399,2693.590088,2699.23999,3215.040039,3184.47998,713.1900019999998,707.340027,214.380005,214.809998,3819.199951,3815.75,6808.339844,6825.609863,215.289993,212.139999,692.320007,690.98999,275.600006,275.25,629.77002,617.869995,-0.39,-1.03,-1.06,-0.29,-0.89,-0.83,-0.34,-0.87,-1.06,0.21,-0.87,-0.95,-0.22,-0.82,-0.46,0.2,0.1,-0.09,-0.7,0.25,-0.58,-1.46,-0.6,-0.19,-0.6,-0.13,-1.43,-1.89,-1.82
2014-12-31,2082.1101,2058.8999,17987.6602,17823.0703,4790.5298,4736.0498,2707.399902,2675.879883,3198.26001,3177.52002,710.5599980000002,704.1099849999998,215.179993,215.02999900000003,3825.149902,3789.149902,6841.27002,6786.040039,211.330002,210.869995,693.630005,686.869995,275.480011,271.309998,619.3099980000002,606.6099849999998,-1.11,-0.03,-1.86,-0.92,0.06,-1.8,-1.14,-0.2,-1.76,-1.16,-0.9,-0.65,0.83,-0.91,0.51,-0.07,-0.0,-0.94,-0.34,-0.81,-1.04,-0.22,-0.08,-0.97,-0.02,-1.51,-0.36,-2.05,0.56
2015-01-02,2058.8999,2058.2,17823.0703,17832.9902,4760.2402,4726.8101,2690.0,2651.850098,3200.25,3203.899902,708.76001,707.72998,216.479996,215.020004,3802.860107,3776.449951,6807.560059,6715.799805,210.309998,210.699997,690.280029,686.72998,271.970001,270.320007,608.179993,609.98999,-0.03,-1.83,-2.7,0.06,-1.86,-2.59,-0.7,-1.57,-2.84,-1.42,-2.26,0.11,-0.14,-0.15,-0.18,-0.67,-1.17,-0.69,-1.92,-1.35,-1.62,0.19,-3.88,-0.51,-1.91,-0.61,-1.93,0.3,-1.21
2015-01-05,2054.4399,2020.58,17821.3008,17501.6504,4700.3398,4652.5698,2636.560059,2591.830078,3188.02002,3199.560059,704.280029,706.469971,214.130005,212.50999500000003,3757.98999,3704.030029,6679.700195,6606.689941,210.339996,202.520004,683.570007,673.590027,267.230011,265.100006,609.130005,602.590027,-1.65,-0.89,0.26,-1.79,-0.74,0.47,-1.02,-1.29,-0.05,-1.7,-2.27,0.36,-1.66,0.31,-1.28,-0.76,-0.61,-1.44,-1.08,-1.09,-1.1,-3.72,-1.2,-1.46,-2.19,-0.8,-0.73,-1.07,0.23
2015-01-06,2022.15,2002.61,17504.1797,17371.6406,4666.8501,4592.7402,2596.409912,2532.899902,3219.590088,3146.5,711.25,697.419983,212.720001,211.210007,3712.320068,3664.060059,6617.339844,6533.819824,202.229996,200.089996,675.119995,658.830017,266.27999900000003,263.160004,603.570007,603.97998,-0.97,1.16,2.97,-0.76,1.23,3.09,-1.59,1.26,3.12,-2.45,0.72,-2.27,3.6,-1.94,3.07,-0.71,2.3,-1.3,0.89,-1.26,1.14,-1.06,-0.45,-2.41,0.98,-1.17,0.78,0.07,0.89
2015-01-07,2005.55,2025.9,17374.7793,17584.5195,4626.8398,4650.4702,2553.659912,2551.169922,3184.050049,3259.72998,705.1900019999998,718.849976,212.419998,216.059998,3690.01001,3696.810059,6569.02002,6608.290039,200.779999,199.179993,660.419983,665.27002,265.350006,265.220001,605.619995,609.340027,1.01,1.79,0.93,1.21,1.84,0.87,0.51,1.84,1.15,-0.1,1.55,2.38,0.9,1.94,1.16,1.71,2.13,0.18,1.54,0.6,1.24,-0.8,1.55,0.73,2.91,-0.05,1.21,0.61,0.72
